,f0_mean,f0_std,f0_25p,f0_median,f0_75p,f0_iqr
1116_132847_000007_000000.wav,206.38129977203423,57.02074525748587,174.48123722644124,206.29924935033262,251.06691132696028,76.58567410051904
118_121721_000009_000001.wav,217.43829399784136,26.717109558110202,201.58736798317966,213.57437666720554,227.58496291156513,25.997594928385467
118_121721_000022_000001.wav,203.58159491823565,21.90347200630945,183.7917367995256,214.19298855602383,223.6751894686431,39.8834526691175
118_124588_000002_000000.wav,134.528194383219,10.389698216077969,126.26066357418264,134.1559698833779,142.1344879687614,15.873824394578747
1183_124566_000001_000001.wav,254.31208843207503,26.401286844456518,239.72913230026901,255.47253026218934,276.97169952196583,37.24256722169682
1183_124566_000007_000000.wav,207.8354219198645,48.59086450401808,171.98045164633186,194.72056218729452,257.67952778614693,85.69907613981508
1183_124566_000010_000000.wav,273.1565512642934,13.709115150517363,265.25870333324553,277.78320778403446,282.63170711430274,17.373003781057207
1235_135883_000004_000003.wav,150.81823837941826,54.941005949530904,103.74716437208077,126.62637386581929,203.92970037108188,100.1825359990011
1235_135883_000008_000001.wav,173.28707428448135,36.42338298800105,151.89473935208304,180.634304768981,202.75515172592998,50.86041237384694
1235_135883_000008_000003.wav,120.35021528984953,20.445973135583237,108.96850802326868,120.55893451796608,131.47045033372646,22.50194231045778
1246_124548_000001_000000.wav,193.61212308150664,25.03706025247838,178.30243599834057,191.37537947798467,206.29924935033262,27.996813351992046
1246_124548_000002_000000.wav,182.07960014288932,27.6358965348832,156.79844535835977,187.00435976979924,206.29924935033262,49.500803991972845
1246_124548_000002_000002.wav,196.44776325516432,26.489055493788552,176.50861154619943,196.98310613518657,213.57437666720554,37.06576512100611
125_121124_000009_000003.wav,197.3357983384731,66.79068489290093,180.634304768981,211.12126572366316,241.11786903593216,60.48356426695116
125_121124_000013_000001.wav,204.00731357219155,32.16089056062548,182.2084656883867,202.17125985455482,213.26685219394687,31.05838650556018
125_121124_000015_000000.wav,104.71828936383561,59.14030098804046,50.39684199579493,50.688787931482494,169.5140950974872,119.11725310169227
1263_138246_000001_000000.wav,145.58585480116838,22.12701847745533,128.09770145760208,142.5437949024543,158.6203555336355,30.522654076033405
1263_138246_000003_000001.wav,147.38674147797437,24.325498760936387,131.47045033372646,140.5007588001627,155.44511058457695,23.97466025085049
1263_138246_000003_000002.wav,158.85696423032104,22.67709625654944,140.90653977538378,154.5498126279753,174.48123722644124,33.57469745105746
1334_135589_000001_000001.wav,119.76864084545475,27.941057637846853,97.36028109364726,111.83759473432156,134.54342644059432,37.18314534694706
1334_135589_000002_000000.wav,125.80573869314932,33.354073661018205,103.74716437208077,115.1146864008656,142.5437949024543,38.79663053037352
1334_135589_000003_000000.wav,126.85437717940167,39.257693624175545,98.20791826598284,119.1741970498162,136.89748785561486,38.689569589632015
1355_39947_000000_000001.wav,161.02007778727838,27.052418310926136,141.72280305637773,160.4634352854283,173.4762992482269,31.753496191849166
1355_39947_000000_000003.wav,170.6798450563294,38.611510588444574,145.87559816931469,163.73982271948395,189.17724576434364,43.30164759502895
1355_39947_000000_000004.wav,187.44407223049942,25.70827091769122,164.68835786295875,191.37537947798467,209.9052967099918,45.21693884703305
1363_135842_000006_000001.wav,150.57041322276413,53.25750172224271,139.29041379296226,160.0,167.08450202843466,27.7940882354724
1363_135842_000009_000003.wav,195.3338519575069,35.91686042807324,183.7917367995256,191.37537947798467,216.05599138691045,32.26425458738484
1363_139304_000001_000000.wav,159.7746944837568,27.003427418681156,139.28809012737983,153.6596712081607,189.17724576434364,49.88915563696381
1447_130550_000033_000000.wav,172.14511906248015,30.438318012725684,147.14561894324882,172.47714928685681,199.84912487863608,52.703505935387255
1447_130550_000052_000000.wav,173.85523288569863,27.52497049978896,143.3695427059124,179.5939277294997,190.27313840043536,46.90359569452295
1447_130550_000070_000000.wav,170.97597276768744,46.998001545057036,146.09050368899375,171.48375400580687,218.88297670885103,72.79247301985728
1455_134435_000007_000006.wav,81.5325880630531,27.11408954274397,67.27171322029716,74.64263932294459,88.76555776542759,21.49384454513043
1455_134435_000012_000001.wav,89.30671597992702,29.62158511714109,66.49903169142303,87.74599837557007,97.92428346437241,31.42525177294938
1455_134435_000012_000006.wav,78.88347111060249,7.854687033643648,71.99622059488887,79.08244089451193,83.42161160850091,11.425391013612042
150_126107_000003_000000.wav,250.11548206232877,33.65081909865182,215.1226981803592,245.39802181361466,283.03747447225845,67.91477629189924
150_126107_000007_000005.wav,214.35873129465025,53.96248117649201,171.49236950202845,234.9322203236921,255.45548363412794,83.96311413209949
150_126107_000010_000000.wav,204.5934747088909,51.79004866601842,168.53776575277377,180.634304768981,269.08685288118863,100.54908712841487
1502_122615_000000_000000.wav,180.48404897847996,22.386525328618642,167.08450202843466,175.49199675114022,185.92729391325435,18.84279188481969
1502_122615_000001_000000.wav,186.39367663776758,37.57750169005416,156.34559494947936,176.50861154619943,213.57437666720554,57.22878171772618
1502_122615_000003_000004.wav,168.88503981232535,15.901229965106008,159.07846781080758,164.68835786295875,175.49199675114022,16.41352894033264
1553_140047_000000_000000.wav,173.28170966732023,34.52554744262856,142.13448112068667,158.6256478836201,212.34427877417087,70.2097976534842
1553_140047_000001_000000.wav,184.37274541969083,30.29760846528585,166.60194440556904,189.7251920823895,198.12421766039049,31.522273254821442
1553_140047_000002_000000.wav,187.49949835544916,34.65590874487502,163.73982271948395,177.53111553085523,203.92970037108188,40.189877651597925
1578_140045_000007_000000.wav,180.33854481366023,39.38098245646704,159.07846781080758,172.47714928685681,191.37537947798467,32.296911667177085
1578_140045_000010_000000.wav,178.86601288190997,30.27467737273496,160.92687057085658,167.56705965130024,181.6807086513404,20.75383808048383
1578_140045_000011_000000.wav,192.01644455226003,17.280839570295896,177.78822235335036,191.37537947798467,203.92970037108188,26.141478017731515
1594_135914_000003_000001.wav,127.36497357550024,61.0139338819019,90.84035432567018,106.78718833360273,124.09158094669877,33.25122662102859
1594_135914_000005_000002.wav,121.36124824750728,27.581808477937308,100.21315508993025,115.1146864008656,140.90653977538378,40.69338468545352
1594_135914_000005_000003.wav,117.54910475505258,16.795205944168544,106.17213938708544,113.79248145578252,125.53345566348011,19.361316276394675
1624_142933_000001_000000.wav,113.14249150688161,22.92833034012829,100.79368399158986,120.55893451796608,128.09770145760208,27.304017466012226
1624_142933_000002_000000.wav,107.55523906963721,30.716223504410305,90.84035432567018,99.63596978870585,113.79248145578252,22.952127130112345
1624_142933_000003_000000.wav,99.62540906136974,27.024335746687015,82.34417893147935,91.36658714486174,104.34816558124513,22.00398664976578
163_122947_000015_000008.wav,120.78803803241847,32.486526374969635,104.65127735926711,132.23205090467388,140.29786831255217,35.646590953285056
163_122947_000016_000003.wav,111.82981364104155,25.523345497729494,88.8963281517059,113.13897239278523,128.4676610981402,39.57133294643431
1737_142396_000005_000000.wav,97.31205357929218,54.38568996952827,56.568542494923804,59.93228307506727,168.53776575277377,111.96922325784996
1737_142396_000009_000000.wav,174.81602662351284,57.050101713356995,167.56705965130024,182.73317428972342,201.58736798317966,34.02030833187942
1737_142396_000009_000004.wav,172.52660286722852,61.17543909303558,161.8591104483076,189.17724576434364,216.05599138691045,54.196880938602845
1743_142912_000001_000000.wav,121.03748984595421,33.16535563023651,100.21315508993025,111.51552616085426,130.3379001461799,30.124745056249637
1743_142912_000001_000001.wav,123.23982600581401,34.68221746217531,97.92428346437241,111.83759473432156,137.6882299590928,39.7639464947204
1743_142912_000001_000002.wav,141.19170119384623,35.552523733893324,108.65379550618572,140.90653977538378,170.00508767902235,61.35129217283664
1841_150351_000000_000000.wav,186.8556307890494,31.372956130299105,156.34559494947936,184.85643149956363,203.34242604850593,46.996831099026565
1841_150351_000001_000000.wav,189.35089865688673,42.38444412558648,160.92687057085658,193.59905427508687,207.49432874416155,46.56745817330497
1841_150351_000001_000001.wav,183.6995664916973,27.93177124997908,166.60194440556904,178.5595428208357,201.29710353234987,34.69515912678082
1867_148436_000001_000000.wav,154.60996554018922,32.340251547075795,121.25732532083185,151.89473935208304,177.53111553085523,56.27379021002338
1867_148436_000002_000000.wav,150.88639882094182,29.783880649336812,132.99806338284606,147.57059097375026,168.052412702037,35.05434931919095
1867_148436_000003_000000.wav,155.77339180262496,28.44088196152963,140.90653977538378,149.28527864588918,158.1622432564634,17.25570348107962
1898_145702_000003_000002.wav,231.562290759388,37.28736124849066,198.12421766039049,228.90334918964132,265.9961267656921,67.87190910530163
1898_145702_000005_000000.wav,204.2748854150175,44.642043224251346,167.56705965130024,179.5939277294997,240.77673015543223,73.20967050413199
1898_145702_000009_000000.wav,201.26910723282012,32.30271937684326,172.47714928685681,198.12421766039049,222.3869151747739,49.909765887917075
19_198_000000_000000.wav,202.20476303308706,26.15254319889299,186.735093305663,198.12421766039049,220.15095289368173,33.41585958801872
19_198_000000_000002.wav,187.21944449155578,48.308254942735694,152.77465662566664,172.5030459243137,218.5664410807033,65.79178445503666
19_198_000004_000000.wav,216.43350603346312,7.446520414788028,211.12126572366316,216.05599138691045,221.1060607948442,9.984795071181054
1926_143879_000004_000000.wav,171.91815507944014,57.086476525150346,193.59905427508687,198.12421766039049,205.40810216807063,11.809047892983756
1926_143879_000005_000000.wav,224.91390750116844,29.917226774498165,201.58736798317966,227.58496291156513,248.1831618933976,46.595793910217935
1926_143879_000005_000002.wav,198.30944545010504,55.79014087345508,178.5595428208357,199.84912487863608,235.61072929608414,57.05118647524844
196_122150_000001_000000.wav,127.80072269735551,41.21597888418526,98.20791826598284,117.80536464804203,142.5437949024543,44.335876636471454
196_122150_000001_000001.wav,118.88743546016129,25.373814900042497,98.49155306759329,113.13708498984761,136.89520410921634,38.40365104162305
1963_142393_000001_000000.wav,160.1137578889167,15.830734170357514,150.15007946738288,160.92687057085658,172.22880046659432,22.07872099921144
1963_142393_000002_000000.wav,156.29977819105167,14.466919458793399,153.6596712081607,160.0,165.40388032670498,11.74420911854429
1963_142393_000003_000000.wav,161.2643497081938,17.977751504391783,151.89473935208304,159.07846781080758,169.5140950974872,17.619355745404164
1970_10594_000002_000000.wav,193.34171115286097,23.914031931724736,172.47714928685681,198.12421766039049,208.69633116249034,36.219181875633524
1970_10594_000003_000003.wav,196.64118584060924,31.273112922211684,172.97672426754184,190.27313840043536,212.34782119543434,39.371096927892495
1970_10594_000005_000004.wav,198.27466824867432,21.723045358582482,180.634304768981,189.17724576434364,219.5160479651465,38.8817431961655
198_126831_000009_000008.wav,217.85989463005572,34.45505574026055,189.17724576434364,211.12126572366316,246.75373206527053,57.57648630092689
198_126831_000029_000003.wav,198.16951618523927,40.39415309597062,165.64238781462038,183.26245554462452,233.24180977888753,67.59942196426715
198_126831_000033_000000.wav,199.8524811865905,37.276763234300596,169.5140950974872,196.98310613518657,218.5700873028328,49.0559922053456
1992_141719_000012_000004.wav,211.73027836989235,34.080915678493746,181.6807086513404,213.57437666720554,230.22937280173124,48.548664150390834
1992_141719_000012_000009.wav,203.30006272358924,30.56149787365354,180.89590573957085,200.4263101798605,224.97092665957584,44.07502092000499
1992_141719_000012_000010.wav,214.13469184060583,31.216746420059962,190.27313840043536,209.9052967099918,229.56827032918972,39.29513192875436
200_124139_000001_000000.wav,212.8832049963492,63.05610320567571,156.34559494947936,162.33334664517025,281.8130795507675,125.46748460128813
200_124139_000002_000000.wav,208.54192319057728,32.303822313077305,182.20694147053192,203.92970037108188,227.58496291156513,45.37802144103321
200_124139_000003_000001.wav,206.62145144609843,40.15549888124321,174.48123722644124,199.27193957741164,236.97560836585023,62.494371139409
2002_139469_000001_000000.wav,99.09530990009124,8.508630494251882,92.42821574978186,96.24200288656934,102.41042873217593,9.982212982394074
2002_139469_000002_000000.wav,129.78344288943796,29.135614287459433,110.23466109703463,123.37686603263526,145.03541654849766,34.80075545146303
2002_139469_000002_000001.wav,126.17040477733283,22.332769697897973,110.5530303974221,123.37686603263526,141.72280305637773,31.169772658955623
2007_132570_000008_000000.wav,208.742100152677,32.01589678466469,185.92729391325435,199.27193957741164,221.42627438982663,35.498980476572285
2007_132570_000009_000000.wav,226.9905757561141,32.129588083480954,195.28619817426753,228.90334918964132,249.6208723242795,54.33467415001198
2007_132570_000010_000000.wav,220.5571482465207,26.428766854728533,203.92970037108188,214.81160044484213,232.23379362260525,28.30409325152337
201_122255_000000_000000.wav,94.34166203141065,21.217642460424255,84.63500638065445,92.96364695662717,110.5530303974221,25.91802401676766
201_122255_000001_000000.wav,111.12017933485032,30.165995761743876,90.84035432567018,106.78718833360273,128.28268127787115,37.44232695220097
201_122255_000001_000001.wav,113.01675425251976,28.28765645451153,94.58862288217185,109.91629179664714,126.26066357418264,31.672040692010796
2092_145706_000003_000000.wav,158.65207590478352,29.992772072247753,124.09158094669877,160.92687057085658,180.634304768981,56.54272382228223
2092_145706_000003_000001.wav,157.42268924715046,27.1742104686024,126.26066357418264,160.0,177.53111553085523,51.27045195667259
2092_145706_000004_000001.wav,153.91367241782697,32.350011751779086,120.55893451796608,153.6596712081607,173.4762992482269,52.917364730260815
211_122425_000003_000002.wav,238.4416128981673,14.716421986127564,227.58496291156513,239.72913230026901,246.75373206527053,19.168769153705398
211_122425_000005_000002.wav,223.00602941557264,40.85775871734746,205.11105310731665,224.97092665957584,248.1831618933976,43.072108786080946
211_122425_000009_000003.wav,223.07373747869397,19.49877155088397,207.49432874416155,222.3869151747739,232.90450925475002,25.410180510588475
2136_5140_000001_000000.wav,91.31735908518252,16.22269630833012,77.27490631398766,87.24061861322062,101.37757586296499,24.10266954897733
2136_5140_000003_000000.wav,97.70683860288325,22.23507932546035,84.26888287638688,92.96364695662717,105.56063286183154,21.291749985444653
2136_5140_000005_000000.wav,82.38462394757197,8.163764845136706,74.85883952831801,80.0,91.10347073526596,16.244631206947943
2159_179154_000008_000001.wav,102.7171187506784,10.97804894964113,96.7995271375434,100.50341954076006,112.0080118392454,15.208484701702005
2159_179154_000008_000003.wav,108.24546303184815,24.59814802910214,83.78352982565016,122.66626757356805,128.4676610981402,44.68413127249005
2159_179154_000012_000004.wav,110.69916129684287,4.765272420363384,108.02799569345518,109.5997561684994,113.13708498984761,5.109089296392426
2182_181173_000001_000000.wav,162.0839053048759,20.94992070935152,151.92491513430735,158.6203555336355,167.3299820785486,15.405066944241241
2182_181173_000002_000001.wav,176.83110791308658,37.812748509311746,150.15007946738288,171.48375400580687,196.98310613518657,46.83302666780369
2182_181173_000002_000002.wav,178.55680563319885,42.82978153537439,146.72064691274738,164.68835786295875,203.04878888721794,56.328141974470554
2196_170151_000002_000000.wav,194.510614003796,21.850538636297745,177.53111553085523,190.27313840043536,207.49432874416155,29.963213213306318
2196_170151_000002_000001.wav,196.19261721151733,23.457700237563333,180.634304768981,193.04153002411277,207.49432874416155,26.860023975180553
2196_170151_000003_000000.wav,192.5624936814134,28.061416317880457,179.3353315023337,185.92729391325435,198.12421766039049,18.788886158056783
226_122538_000004_000000.wav,189.1194900955672,17.365647519787178,175.23930686996547,181.6807086513404,203.06410817342513,27.82480130345965
226_122538_000006_000003.wav,198.78056869029606,26.285643690139953,184.85643149956363,190.27313840043536,218.88297670885103,34.026545209287406
226_122538_000007_000000.wav,206.57363102319454,25.49119776423535,185.92729391325435,201.00683908152007,228.90334918964132,42.97605527638697
2289_152253_000004_000000.wav,108.75619928686943,22.07207078519208,93.50217988489965,104.04766497666296,117.80536464804203,24.303184763142383
2289_152253_000005_000002.wav,101.96064103215328,17.936857303492964,88.63774476734562,103.14962467516634,115.78153899523024,27.143794227884612
2289_152253_000006_000000.wav,116.53096736811621,16.15159126149448,107.25114725021648,115.1146864008656,129.21186668800675,21.960719437790274
229_130880_000000_000000.wav,127.05228033844385,15.499270511516087,117.80536464804203,129.9603834169977,136.1067457521369,18.301381104094872
229_130880_000001_000000.wav,120.77062361919697,26.96511964066164,103.14962467516634,113.79437979233413,136.1067457521369,32.957121076970566
229_130880_000002_000001.wav,140.5803727516892,39.39825218263405,115.1146864008656,128.4676610981402,153.6596712081607,38.544984807295094
233_155990_000002_000000.wav,162.05738928006167,36.579926390239805,132.23205090467388,159.07846781080758,191.37537947798467,59.14332857331078
233_155990_000002_000002.wav,164.02106912917495,38.91123881430071,134.54342644059432,160.0,194.72056218729452,60.1771357467002
233_155990_000003_000001.wav,164.38855651608478,31.857743564570054,140.09497782494162,163.73982271948395,182.73317428972342,42.6381964647818
2384_152900_000006_000004.wav,99.4660017625966,19.19753603471529,88.76555776542759,97.36028109364726,100.21315508993025,11.447597324502667
2384_152900_000007_000003.wav,106.45383483514374,33.04686225806711,89.15121799917029,98.49155306759329,115.94921790326643,26.797999904096145
2384_152900_000007_000006.wav,95.74937989862498,21.244672510109087,83.3009722027845,94.0438325026887,106.78718833360273,23.486216130818235
2391_145015_000001_000000.wav,210.61358303281426,43.91522097363629,161.8591104483076,223.6751894686431,251.06691132696028,89.20780087865268
2391_145015_000003_000000.wav,190.15023373265552,42.64665906850188,162.79675073642989,173.4762992482269,196.98310613518657,34.18635539875669
2391_145015_000003_000004.wav,207.1435540644659,46.47980566261104,171.48375400580687,193.59905427508687,243.91952372092192,72.43576971511504
2416_152137_000007_000000.wav,166.57982385018542,19.612584188605894,156.34559494947936,166.60194440556904,175.74615044990503,19.400555500425668
2416_152137_000008_000001.wav,187.8229216646257,26.429601997776476,173.4762992482269,188.0876650053774,194.72056218729452,21.244262939067625
2416_152137_000008_000003.wav,179.19442192241897,22.188456637163203,161.8591104483076,180.634304768981,195.8485669287449,33.9894564804373
2436_2476_000004_000001.wav,90.61779694574757,9.152577803697644,84.75704754874363,90.84035432567018,94.58862288217185,9.83157533342822
2436_2476_000004_000003.wav,89.0225578323541,16.127532704867317,78.75939430915184,90.31865909521,101.81803160489699,23.058637295745143
2436_2476_000004_000006.wav,99.4278448146087,13.896509093523948,90.84035432567018,96.24200288656934,106.17213938708544,15.33178506141526
248_130652_000015_000001.wav,207.5027477922183,19.003079376029216,193.59905427508687,209.9052967099918,219.83258359329423,26.23352931820736
248_130652_000015_000003.wav,185.38585963849073,21.04224567341667,168.78184808895213,185.39186270640897,200.13771752924828,31.355869440296146
248_130652_000025_000000.wav,183.75298473353192,18.81489112363798,171.48375400580687,180.634304768981,188.0876650053774,16.60391099957053
250_140277_000002_000000.wav,258.9682725526361,17.934323146385793,244.62807580700905,259.9381114318667,275.3764599181856,30.748384111176563
250_140277_000003_000000.wav,184.6346781323922,34.32685297316877,160.0,181.6807086513404,195.8485669287449,35.8485669287449
250_140277_000003_000001.wav,181.37536291214548,39.614153133010944,151.01989002907095,171.48375400580687,195.28456455801972,44.264674528948774
2514_149482_000004_000001.wav,121.08461438938237,38.10770000216593,92.96364695662717,111.83759473432156,137.6882299590928,44.724583002465636
2514_149482_000004_000002.wav,104.55952579677347,25.696150271210122,88.76555776542759,99.63596978870585,115.1146864008656,26.349128635438007
2514_149482_000004_000005.wav,111.40831686968636,33.09689369094704,85.24804013027875,106.78718833360273,129.77325423474997,44.52521410447122
2518_154825_000003_000001.wav,124.82007544803851,23.756151882459406,97.25697985062948,130.713236259288,144.82658091580646,47.56960106517698
2518_154825_000003_000002.wav,113.04384710418744,15.91137097777171,104.34816558124513,114.45167459482066,125.35270078814503,21.004535206899902
2518_154825_000004_000001.wav,130.09011274267766,26.594819341501267,113.79248145578252,117.46611016184602,140.73855332209865,26.94607186631613
254_12312_000001_000000.wav,117.19741621790764,32.03835057379354,91.39097564765875,111.19345758738697,142.95666880418335,51.5656931565246
254_12312_000003_000000.wav,133.93138796271745,34.57918642144487,109.91629179664714,127.72774181706397,151.01989002907095,41.103598232423806
254_12312_000004_000000.wav,141.58226390924898,45.684069042715905,111.51552616085426,126.99208415745595,151.89473935208304,40.37921319122877
26_495_000004_000000.wav,102.3868470962288,17.967565002266614,82.34417893147935,103.14962467516634,119.1741970498162,36.83001811833685
26_495_000005_000000.wav,115.44987981310094,28.93329112124686,96.7995271375434,112.48546332978796,136.89520410921634,40.095676971672944
26_495_000006_000001.wav,103.10689995296222,40.02097655553325,64.2338305490701,100.21315508993025,123.02156680310165,58.78773625403154
2691_156745_000002_000000.wav,116.27391722582492,19.487827180249063,103.60038059512372,124.09158094669877,126.99208415745595,23.391703562332225
2691_156745_000008_000000.wav,134.807662249542,26.90651343502135,130.713236259288,139.28809012737983,147.57059097375026,16.857354714462247
2691_156745_000008_000005.wav,160.1150826655135,35.82552870681389,133.76851332616152,156.34559494947936,178.5595428208357,44.79102949467418
27_123349_000001_000000.wav,112.45641356576459,28.90724647471465,92.16204207477233,103.74716437208077,129.96255147364738,37.80050939887505
27_123349_000001_000001.wav,115.70209476075144,22.096847848272734,98.49155306759329,109.28322054035165,132.99806338284606,34.50651031525277
27_123349_000003_000000.wav,113.35572161160204,22.37607567923802,94.1800300975595,107.71689795793813,133.76851332616152,39.58848322860203
2764_36616_000035_000000.wav,226.62096478633015,38.43028475634118,185.92729391325435,234.25371135130004,256.9353221962805,71.00802828302614
2764_36616_000039_000000.wav,262.73102131927175,25.409889862092477,243.91952372092192,278.57618025475966,283.44560611275546,39.52608239183354
2817_142371_000003_000000.wav,209.7925606210814,30.97346678320417,191.37537947798467,200.4263101798605,231.56307799046047,40.187698512475805
2817_142371_000013_000000.wav,208.3674906492571,31.33806632725052,185.92729391325435,203.92970037108188,230.22937280173124,44.3020788884769
2817_142371_000014_000000.wav,181.50488807905404,35.343940632672734,177.53111553085523,184.85643149956363,194.72056218729452,17.189446656439287
2836_5354_000001_000000.wav,257.32080215624353,37.4034696985052,219.22145328084218,278.57618025475966,280.1899556498833,60.96850236904112
2836_5354_000002_000000.wav,194.22071932800532,13.29022182797079,182.2084569095378,198.1275228562991,204.22503855514057,22.01658164560277
2836_5354_000003_000000.wav,178.4297861302692,25.668941611235294,161.8591104483076,176.50861154619943,190.27313840043536,28.414027952127753
2843_152918_000000_000003.wav,90.6296120351613,17.129499242896248,77.27490631398766,88.76555776542759,101.37757586296499,24.10266954897733
2843_152918_000000_000004.wav,89.12774328872932,17.018901725553558,75.07503973369144,89.27977141041785,99.06210883019523,23.987069096503788
2843_152918_000000_000005.wav,92.29097982454752,14.95280960821649,81.86991135974198,89.53836763758383,97.92428346437241,16.05437210463043
289_121665_000015_000000.wav,242.70119061075613,16.731743002847264,233.00165113998213,248.1831618933976,256.1954029152042,23.193751775222097
289_121665_000022_000000.wav,221.18039133739097,39.575925312790574,184.85643149956363,219.9242733234504,245.33253514713604,60.476103647572415
289_121665_000049_000000.wav,173.85791179577333,24.651615749670906,156.34559494947936,170.4960802605575,184.85643149956363,28.510836550084264
2893_139310_000001_000000.wav,115.0707116606747,26.665494455508536,100.79870910477254,116.45419733544013,140.90653977538378,40.107830670611236
2893_139310_000002_000000.wav,114.2274520909076,13.784096559684366,109.91629179664714,119.1741970498162,124.81043616213975,14.894144365492608
2893_139310_000003_000000.wav,133.88070496481143,27.99471941963016,117.12685567565002,124.81043616213975,142.33854694093515,25.211691265285125
2910_131096_000004_000000.wav,236.36641286876497,23.891725799889365,214.81160044484213,226.27416997969522,256.9353221962805,42.12372175143835
2910_131096_000005_000000.wav,220.62100325669036,30.340351970084722,191.09981920859735,214.81160044484213,252.5213271483653,61.421507939767935
2910_131096_000006_000000.wav,232.49374356620896,37.322291493337424,199.27193957741164,229.5663609956863,264.083301523874,64.81136194646237
2911_12359_000005_000000.wav,136.838164897379,21.27640603344843,120.21175033405031,136.89520410921634,152.33469798887484,32.12294765482453
2911_12359_000006_000000.wav,125.22885902793134,34.254625116037296,106.78718833360273,121.25732532083185,145.87559816931469,39.08840983571196
2911_12359_000007_000001.wav,128.37142005766404,32.08460864940181,107.40580022242106,124.09158094669877,151.01989002907095,43.614089806649886
2952_407_000001_000000.wav,127.9513212521097,14.572187338181603,114.45167459482066,124.09158094669877,142.5437949024543,28.092120307633635
2952_407_000003_000000.wav,118.2240512565489,22.49697898231447,102.40785746162899,113.46478322281507,137.4934256137572,35.08556815212822
2952_407_000003_000001.wav,115.24053620451895,16.52610642209203,102.55552655365832,114.45167459482066,124.81043616213975,22.254909608481427
298_126790_000005_000000.wav,184.6221781709009,30.63928899176265,161.62605047894485,177.01986353852732,202.75515172592998,41.12910124698513
298_126790_000008_000000.wav,170.6346994508397,19.393477749823518,156.12047385825377,163.73982271948395,185.92729391325435,29.80682005500057
298_126790_000011_000001.wav,202.16893140716815,31.585441422591494,178.5595428208357,196.98310613518657,224.97092665957584,46.411383838740136
2989_138028_000005_000000.wav,224.8527103620067,10.908328652447066,218.5700873028328,221.1060607948442,225.6451321822076,7.075044879374786
2989_138028_000006_000000.wav,217.11412019725188,30.01347931848792,208.69633116249034,216.05599138691045,228.90334918964132,20.20701802715098
2989_138028_000007_000001.wav,222.82970736575356,32.33851013294515,208.69633116249034,219.83258359329423,239.72913230026901,31.032801137778677
